Product_Name,Category,Brand,Description,List_Price,Sale_Price,Available,Product_Url
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",58.19,58.19,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",56.0,56.0,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
Heepo 6 Pcs Smooth Makeup Pen Eye Liner Eyeliner Pencil Women Cosmetic Accessories,Beauty|Makeup|Eyes,Heepo,"Specifications: Easy to use, easy to match different make-up style. Eyeliner with good quality materials and smooth texture. Can help make your eyes bright and more charming. Type: Eyeliner Pen Gender: Women's Quantity: 6 Pcs Occasions: Wedding, Party, Home, Dating, etc Features: Easy to Use, Long Lasting, Makeup Tools Length: 15cm/5.91&quot; (Approx.) Notes: Eye liner should be painted in the roots of eyelashes. Due to the light and screen setting difference, the item's color may be slightly different from the pictures. Please allow slight dimension difference due to different manual measurement. Package Includes: 6 x Eyeliner Pens (Same Color) | Easy to use,easy to match different make-up style. Eyeliner with good quality materials and smooth texture. Can help make your eyes bright and more charming. ",5.49,5.49,False,https://www.walmart.com/ip/Heepo-6-Pcs-Smooth-Makeup-Pen-Eye-Liner-Eyeliner-Pencil-Women-Cosmetic-Accessories/632175819
3 Pack - CHI Volume Booster Liquid Bodifying Glaze 8.5 oz,Beauty|Hair Care|Styling Products,CHI,"Pack of 3 for the UPC: 633911630624Volume Booster Liquid Bodifying Glaze by CHI for Unisex - 8.5 oz Booster Volume Booster Liquid Bodifying Glaze Ingredients:&nbsp; Ingredients: Water, VP/VA Copolymer, Polyquaternium 16 Hydrolyzed Wheat Protein, PPG 20 Methyl Glucose Ether, Perfume, Olealkonium Chloride, Polysorbate 20, Triethanolamine, Methylchloroisothiazolinone, Methylisothiazolinone, Ceramic|3 Pack - CHI Volume Booster Liquid Bodifying Glaze 8.5 oz",36.6,36.6,False,https://www.walmart.com/ip/3-Pack-CHI-Volume-Booster-Liquid-Bodifying-Glaze-8-5-oz/260996155
(3 Pack) CHINA GLAZE Nail Lacquer - Anchors Away - Sea Spray (DC),Beauty|Makeup|Nails,China Glaze," China Glaze Brand nail-polish Category 3 Pack | China Glaze is used by Nail Professionals only. &nbsp;This nail lacquer contains China Clay as a nail hardner. &nbsp; • Free of DBP, Touene, and Added Formaldehyde &nbsp; • Contains Nail Hardner &nbsp; • Professional Use &nbsp; • Made in USA&nbsp; &nbsp; NET WT. 0.5 OZ / 14 mL China Glaze Brand nail-polish Category 3 Pack ",13.56,13.56,False,https://www.walmart.com/ip/3-Pack-CHINA-GLAZE-Nail-Lacquer-Anchors-Away-Sea-Spray-DC/101089337
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",31.21,31.21,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
Oliga Calura Permanent Shine Hair Color 2 fl.oz. (9-8) 9B,Beauty|Hair Care|Hair Color,Oliga Calura,|Oliga Calura Permanent Shine Hair Color 2 fl.oz. (9-8) 9B,8.99,8.99,False,https://www.walmart.com/ip/Oliga-Calura-Permanent-Shine-Hair-Color-2-fl-oz-9-8-9B/645754841
Double Wear Stay In Place Makeup SPF 10 - No. 93 Cashew (3W2) 1oz,Beauty|Makeup|Face,Estee Lauder,|Double Wear Stay In Place Makeup SPF 10 - No. 93 Cashew (3W2) 1oz,52.53,52.53,False,https://www.walmart.com/ip/Double-Wear-Stay-In-Place-Makeup-SPF-10-No-93-Cashew-3W2-1oz/393884009
"Poland Spring Natural Spring Water, 1 L, 6 Count",Food|Beverages|Water|All Waters,Poland Spring,"Water, Natural Spring 1 ltr (1 qt 1.8 fl oz) Found deep in the woods of Maine, Poland Spring natural spring water is exceptionally well protected by nature. For over 150 years, people have appreciated its distinctive, clean, crisp taste. 1 ltr (1 qt 1.8 fl oz) Poland Spring, ME 04274 800-4-SPRING 2000|Nestle Poland Spring 1 Liter 6 Pack Spring Water",,,False,https://www.walmart.com/ip/Poland-Spring-Natural-Spring-Water-1-L-6-Count/157735056
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",57.25,57.25,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
Kinsman Enterprises KNE 37001 27 in. Ergo Plus Reacher Basic Hip Kit,Health|Home Health Care|Daily Living Aids|Dressing Aids|Hip Kits,Kinsman Enterprises,|Features Ergo plus reacher basic hip kit Kit Includes 27&quot; Ergo Plus Reacher Sock Aid with Foam Handles (2) Pair Each Elastic Shoe Laces Black &amp; White 27&quot; Dressing Stick 24&quot; Stainless Steel Shoehorn &amp; Long Handle Bath Sponge Specifications Size: 27 in. - SKU: MDP13948,51.35,40.0,False,https://www.walmart.com/ip/Kinsman-Enterprises-KNE-37001-27-in-Ergo-Plus-Reacher-Basic-Hip-Kit/458522565
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",136.71,136.71,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",41.27,41.27,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9oz, PACK OF 7",Beauty|Hair Care|Shampoo,Matrix,MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9 oz|Pack of 7 for the UPC: 826714893499,124.36,124.36,False,https://www.walmart.com/ip/MATRIX-Total-Results-Pro-Solutionist-Alternate-Action-Shampoo-16-9oz-PACK-OF-7/154296504
Solid Dog Polo by Doggie Design - Ultra Violet - 3X-Large,Pets|Dogs|Dog Apparel & Dog Shoes,Doggie Design, Posh pups will love the feel of this Solid Dog Polo in Ultra Violet! Embroidered logo on collar Button at neck for added room High cut stay dry belly 100% cotton Why We Love It: TheSolid Dog Polo by Doggie Design are a lightweight standard polo with logo on collar. Two functioning buttons for added room with tailored sleeves and high cut stay dry belly. Made of 100% cotton. Sure to be a favorite in your closet of pup cloths. Check out the other solid colors and striped designs sold separately. Sizing Information: X-Small: Chest 11&quot; Neck 9&quot;Small:Chest 13&quot; Neck 12&quot;Medium:Chest 16&quot; Neck 13&quot;Large:Chest 21&quot; Neck 16&quot;X-Large:Chest 23&quot; Neck 19&quot;XX-Large:Chest 28&quot; Neck 20&quot;3X-Large:Chest 32&quot; Neck 24&quot; |Posh pups will love the feel of this Solid Dog Polo in Ultra Violet! The Solid Dog Polo by Doggie Design are a lightweight standard polo with logo on collar. Two functioning buttons for added room with tailored sleeves and high cut stay dry belly. Made of 100% cotton. Sure to be a favorite in your closet of pup cloths. Features Solid Dog Polo Embroidered logo on collar Button at neck for added room High cut stay dry belly 100% cotton Specifications Color: Ultra Violet Size: 3XL Chest Size: 32&quot; Neck Size: 24&quot; - SKU: PTRTL27294,17.17,17.17,False,https://www.walmart.com/ip/Solid-Dog-Polo-by-Doggie-Design-Ultra-Violet-3X-Large/682468562
Eros ATT882930 Knit Headbands with Rhinestone Embellishment - Case of 120,Beauty|Hair Care|Styling Accessories|Headbands,Eros,|Browse through a wide collection of apparel accessories created for different occasions and styles to suit individual choices. Our items are specially designed to be attractive and affordable and would surely impress anybody with the exceptional finish and looks. Features Knit Headbands with Rhinestone Embellishment These headbands come in assorted colors One size fits most adults Case of 120 Specifications Weight: 0.21 lbs - SKU: ERS43172,478.63,354.44,False,https://www.walmart.com/ip/Eros-ATT882930-Knit-Headbands-with-Rhinestone-Embellishment-Case-of-120/864493161
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",107.21,107.21,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",59.88,59.88,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",57.76,57.76,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
UBesGoo Large Dog Pet Crate Kennel Warm Bed Beds Mat Blanke For Pad House,Pets|Dogs|Dog Blankets and Covers,UBesGoo,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Features: Made of soft silk wadding fiber, tender andcomfortable Warm color matches with the decoration of your home Easyinstallation, hands &amp; machine washable Provide a stylish andcomfortable cushion for your pet when traveling Eco-friendly, durable,light and easy to transport Widely used in the house, office, road or anyother place Keep pet bed clean and tidy Provide your beloved petwith a comfortable place to have a good rest &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Specifications: Color: Off-white / Red Wine / Red / Light blue / Yellow / Green Size: XS / S / M / L / XL Material: Sil | Made of soft silk wadding fiber, tender and comfortable Warm color matches with the decoration of your home Easy installation, hands &amp; machine washable ",19.99,13.59,False,https://www.walmart.com/ip/UBesGoo-Large-Dog-Pet-Crate-Kennel-Warm-Bed-Beds-Mat-Blanke-For-Pad-House/532382600
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",141.14,141.14,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",48.04,48.04,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",56.09,56.09,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",124.31,124.31,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",47.82,47.82,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",117.41,117.41,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",118.77,118.77,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
